feature,total,total_diff
f202_CNT_INSTALMENT-m-CNT_INSTALMENT_FUTURE_std,20130.0,306.0
f101_approved_DAYS_LAST_DUE_1ST_VERSION-d-app_DAYS_LAST_PHONE_CHANGE_mean,20130.0,68.0
f504_DAYS_CREDIT_UPDATE_diff_min,20129.0,535.0
f501_AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT_diff_max-d-min,20129.0,903.0
f331_AMT_INSTALMENT_min,20126.0,170.0
f305_con_DAYS_ENTRY_PAYMENT-m-app_DAYS_REGISTRATION_max-d-min,20124.0,520.0
f101_refused_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_min,20123.0,115.0
f201_CNT_INSTALMENT_FUTURE_pctchange_mean,20123.0,263.0
f501_DAYS_CREDIT_ENDDATE-d-app_DAYS_EMPLOYED_mean,20123.0,77.0
f330_notdelay_NUM_INSTALMENT_ratio_std,20122.0,90.0
f503_DAYS_CREDIT_UPDATE-m-DAYS_CREDIT_ENDDATE_max,20122.0,346.0
f101_completed_AMT_APPLICATION-m-app_AMT_ANNUITY_max,20122.0,228.0
f501_DAYS_CREDIT_ENDDATE-m-app_DAYS_LAST_PHONE_CHANGE_mean,20122.0,70.0
f312_days_delayed_payment_diff_max,20121.0,561.0
f308_cons_AMT_INSTALMENT_pctchange_mean,20119.0,117.0
f501_DAYS_CREDIT-d-app_DAYS_BIRTH_std-d-mean,20118.0,378.0
f101_approved_AMT_ANNUITY-m-app_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_max-d-min,20117.0,365.0
f505_Closed_DAYS_CREDIT_ENDDATE-d-app_DAYS_REGISTRATION_sum,20114.0,858.0
f305_con_NUM_INSTALMENT_ratio_mean,20111.0,263.0
f501_DAYS_CREDIT_ENDDATE-m-app_DAYS_REGISTRATION_max,20108.0,368.0
f110_nyg-middle_nyg-middle_AMT_GOODS_PRICE-d-total_debt_pctchange_max_min,20107.0,235.0
f505_Closed_DAYS_CREDIT_ENDDATE-d-app_DAYS_LAST_PHONE_CHANGE_std,20107.0,141.0
f305_con_DAYS_ENTRY_PAYMENT-m-app_DAYS_BIRTH_std-d-mean,20105.0,69.0
f301_amt_delta_std-d-mean,20103.0,143.0
f505_Closed_DAYS_CREDIT_ENDDATE-m-app_DAYS_EMPLOYED_std-d-mean,20102.0,78.0
f501_DAYS_CREDIT_UPDATE-m-DAYS_CREDIT_ENDDATE_max,20102.0,330.0
f506_AMT_CREDIT_SUM_DEBT-d-AMT_CREDIT_SUM_max,20094.0,566.0
f101_nyg-high_nejumi_max,20094.0,126.0
f101_completed_DAYS_LAST_DUE_1ST_VERSION-d-app_DAYS_ID_PUBLISH_min,20093.0,351.0
f101_nyg-middle_DAYS_LAST_DUE_1ST_VERSION-m-app_DAYS_EMPLOYED_max-d-min,20088.0,368.0
f310_AMT_PAYMENT-d-AMT_ANNUITY_min,20084.0,978.0
f402_AMT_INST_MIN_REGULARITY_pctchange_std-d-mean,20081.0,283.0
f330_DBD_mean,20081.0,163.0
f501_DAYS_CREDIT-d-app_DAYS_ID_PUBLISH_std,20080.0,200.0
f505_Closed_DAYS_CREDIT_ENDDATE-m-app_DAYS_LAST_PHONE_CHANGE_max-d-min,20078.0,28.0
f505_Active_DAYS_CREDIT_UPDATE_pctchange_std,20075.0,391.0
f112_active_AMT_CREDIT-m-app_AMT_GOODS_PRICE-d-app_AMT_INCOME_TOTAL_max,20073.0,93.0
f303_DBD_mean,20073.0,1347.0
f501_DAYS_CREDIT-m-app_DAYS_LAST_PHONE_CHANGE_mean,20071.0,73.0
f001_LIVINGAREA_MEDI,20069.0,381.0
f509_AMT_CREDIT_SUM_DEBT-d-app_AMT_INCOME_TOTAL_diff,20067.0,297.0
f301_AMT_PAYMENT_min,20058.0,256.0
f105_total_debt_sum-p-app-d-income,20057.0,437.0
f110_approved_approved_AMT_GOODS_PRICE-d-total_debt_max_mean,20055.0,243.0
f305_con_DAYS_ENTRY_PAYMENT-m-app_DAYS_LAST_PHONE_CHANGE_max,20050.0,642.0
f302_AMT_PAYMENT-d-app_AMT_CREDIT_min,20049.0,295.0
f502_DAYS_CREDIT_ENDDATE-d-app_DAYS_LAST_PHONE_CHANGE_max,20046.0,196.0
f001_AMT_ANNUITY-d-AMT_INCOME_TOTAL,20044.0,30.0
f301_DAYS_ENTRY_PAYMENT-m-app_DAYS_LAST_PHONE_CHANGE_min,20034.0,30.0
f305_notdelay_con_DAYS_ENTRY_PAYMENT-m-app_DAYS_REGISTRATION_max-d-min,20033.0,607.0
f101_nyg-low_normal_DAYS_LAST_DUE-d-app_DAYS_BIRTH_min,20031.0,435.0
f001_AMT_GOODS_PRICE-d-CNT_FAM_MEMBERS,20021.0,615.0
f508_Active_DAYS_CREDIT_ENDDATE-m-app_DAYS_BIRTH_min,20019.0,555.0
f108_AMT_ANNUITY-m-app_AMT_GOODS_PRICE,20018.0,74.0
f101_nyg-low_normal_AMT_APPLICATION-m-app_AMT_INCOME_TOTAL_std-d-mean,20017.0,31.0
f314_days_delayed_payment_diff_min,20016.0,334.0
f314_days_weighted_delay_diff_var,20014.0,100.0
f310_DPD_mean,20012.0,778.0
f510_DAYS_ENDDATE_FACT,20008.0,140.0
f330_notdelay_amt_delta_std-d-mean,20008.0,728.0
f314_days_weighted_delay_pctchange_mean,20007.0,601.0
f305_cas_days_weighted_delay_max,20005.0,77.0
f305_con_DAYS_ENTRY_PAYMENT-m-app_DAYS_ID_PUBLISH_std-d-mean,20005.0,689.0
f501_AMT_CREDIT_SUM_min,20004.0,336.0
f302_notdelay_AMT_PAYMENT-d-app_AMT_CREDIT_min,20002.0,750.0
f310_NUM_INSTALMENT_ratio_mean,20002.0,172.0
f505_Closed_DAYS_CREDIT_sum,20002.0,268.0
f103_nyg-high_DAYS_LAST_DUE_1ST_VERSION-m-app_DAYS_EMPLOYED_mean,20000.0,326.0
f314_AMT_PAYMENT-d-app_AMT_ANNUITY_max,19998.0,166.0
f101_completed_DAYS_FIRST_DUE-d-app_DAYS_ID_PUBLISH_min,19995.0,141.0
f001_DAYS_EMPLOYED-m-DAYS_BIRTH-d-DAYS_REGISTRATION-m-DAYS_BIRTH,19993.0,309.0
f108_DAYS_LAST_DUE-m-app_DAYS_REGISTRATION,19991.0,531.0
f505_Active_DAYS_CREDIT-d-app_DAYS_LAST_PHONE_CHANGE_mean,19987.0,553.0
f101_nyg-middle_AMT_GOODS_PRICE-d-total_debt_max,19986.0,222.0
f505_Active_DAYS_CREDIT-d-app_DAYS_EMPLOYED_std-d-mean,19985.0,681.0
f503_DAYS_CREDIT_ENDDATE-m-app_DAYS_LAST_PHONE_CHANGE_max,19982.0,336.0
f309_delay_AMT_PAYMENT_min,19977.0,89.0
f301_days_weighted_delay_max,19977.0,559.0
f305_notdelay_con_NUM_INSTALMENT_ratio_mean,19971.0,49.0
f101_approved_nejumi_mean,19971.0,469.0
f505_Active_AMT_CREDIT_SUM-d-app_AMT_ANNUITY_std-d-mean,19963.0,1231.0
f305_con_DAYS_ENTRY_PAYMENT-m-app_DAYS_REGISTRATION_std-d-mean,19961.0,623.0
f303_notdelay_DAYS_ENTRY_PAYMENT_mean,19958.0,234.0
f303_notdelay_DAYS_ENTRY_PAYMENT-m-app_DAYS_LAST_PHONE_CHANGE_std-d-mean,19955.0,327.0
f101_approved_DAYS_FIRST_DUE-d-app_DAYS_ID_PUBLISH_max,19954.0,1174.0
f305_con_AMT_PAYMENT-d-app_AMT_GOODS_PRICE_mean,19954.0,222.0
f510_DAYS_ENDDATE_FACT-d-app_DAYS_BIRTH,19954.0,1000.0
f203_CNT_INSTALMENT_FUTURE-d-CNT_INSTALMENT_std-d-mean,19952.0,396.0
f101_nyg-high_AMT_GOODS_PRICE-d-AMT_CREDIT_pctchange_max-d-min,19950.0,312.0
f101_approved_DAYS_LAST_DUE_1ST_VERSION-d-app_DAYS_BIRTH_std-d-mean,19948.0,262.0
f302_days_weighted_delay_sum,19946.0,172.0
f502_AMT_CREDIT_SUM-d-app_AMT_ANNUITY_pctchange_max-d-min,19945.0,1293.0
f505_Closed_DAYS_CREDIT_ENDDATE-d-app_DAYS_LAST_PHONE_CHANGE_min,19941.0,117.0
f501_AMT_CREDIT_SUM-d-app_AMT_INCOME_TOTAL_mean,19938.0,734.0
f331_delay_DAYS_ENTRY_PAYMENT-m-app_DAYS_REGISTRATION_min,19936.0,738.0
f101_approved_AMT_CREDIT-m-app_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_pctchange_std-d-mean,19930.0,10.0
f330_days_weighted_delay_sum,19928.0,88.0
f505_Active_DAYS_CREDIT-m-app_DAYS_BIRTH_mean,19927.0,295.0
f303_DAYS_ENTRY_PAYMENT-m-app_DAYS_BIRTH_std,19926.0,924.0
f501_DAYS_CREDIT-m-app_DAYS_EMPLOYED_std-d-mean,19923.0,281.0
f102_nyg-middle_AMT_GOODS_PRICE-d-AMT_CREDIT_diff_max,19923.0,561.0
f501_AMT_CREDIT_SUM_DEBT-p-AMT_CREDIT_SUM_LIMIT_std-d-mean,19920.0,594.0
f101_completed_nejumi_max,19916.0,262.0
f302_notdelay_DAYS_ENTRY_PAYMENT-m-app_DAYS_REGISTRATION_std-d-mean,19906.0,462.0
f303_notdelay_DAYS_ENTRY_PAYMENT_max,19903.0,185.0
f501_AMT_CREDIT_SUM-d-app_AMT_ANNUITY_max,19899.0,1083.0
f502_DAYS_CREDIT_ENDDATE-m-app_DAYS_LAST_PHONE_CHANGE_min,19898.0,110.0
f101_completed_DAYS_LAST_DUE_1ST_VERSION-d-app_DAYS_LAST_PHONE_CHANGE_min,19896.0,904.0
f101_nyg-middle_AMT_CREDIT-d-total_debt_max,19891.0,425.0
f308_cons_DAYS_INSTALMENT_pctchange_max,19885.0,649.0
f105_past_payment_12m_min,19885.0,261.0
f205_CNT_INSTALMENT_FUTURE_pctchange_std,19881.0,593.0
f313_days_weighted_delay_max,19880.0,310.0
f001_DAYS_REGISTRATION-m-DAYS_EMPLOYED,19877.0,305.0
f303_DAYS_ENTRY_PAYMENT-m-app_DAYS_ID_PUBLISH_max-d-min,19875.0,211.0
f101_approved_AMT_GOODS_PRICE-d-total_debt_std-d-mean,19874.0,650.0
f502_AMT_CREDIT_SUM_DEBT-d-AMT_CREDIT_SUM_sum,19872.0,920.0
f508_Active_DAYS_CREDIT-d-app_DAYS_LAST_PHONE_CHANGE_std,19869.0,813.0
f505_Active_AMT_CREDIT_SUM-d-app_AMT_INCOME_TOTAL_min,19869.0,67.0
f505_Active_DAYS_CREDIT_UPDATE_pctchange_max-d-min,19868.0,504.0
f108_total_debt,19867.0,25.0
f303_days_weighted_delay_min,19866.0,46.0
f505_Closed_AMT_CREDIT_SUM-d-app_AMT_INCOME_TOTAL_diff_min,19864.0,70.0
f510_DAYS_CREDIT_UPDATE,19864.0,562.0
f101_nyg-high_AMT_DOWN_PAYMENT_mean,19863.0,935.0
f101_approved_DAYS_LAST_DUE_1ST_VERSION-d-app_DAYS_LAST_PHONE_CHANGE_max-d-min,19861.0,337.0
f102_completed_AMT_APPLICATION-d-app_AMT_ANNUITY_diff_min,19856.0,338.0
f501_DAYS_CREDIT-d-app_DAYS_BIRTH_mean,19855.0,523.0
f101_approved_CNT_PAYMENT_mean,19854.0,184.0
f505_Active_AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT_pctchange_max-d-min,19849.0,51.0
f505_Active_DAYS_CREDIT_ENDDATE-m-app_DAYS_ID_PUBLISH_min,19849.0,659.0
f505_Closed_AMT_CREDIT_SUM-d-app_AMT_ANNUITY_pctchange_mean,19845.0,561.0
f502_DAYS_CREDIT_ENDDATE-d-app_DAYS_ID_PUBLISH_mean,19843.0,123.0
f330_days_weighted_delay_max-d-min,19841.0,1223.0
f101_approved_AMT_ANNUITY-d-app_AMT_ANNUITY_std-d-mean,19840.0,348.0
f301_delay_AMT_INSTALMENT_min,19838.0,326.0
f406_AMT_BALANCE-d-app_AMT_INCOME_TOTAL_std,19834.0,304.0
f301_delay_DAYS_ENTRY_PAYMENT-m-app_DAYS_ID_PUBLISH_std-d-mean,19833.0,371.0
f101_approved_DAYS_LAST_DUE_1ST_VERSION-m-app_DAYS_REGISTRATION_std-d-mean,19828.0,686.0
f310_notdelay_NUM_INSTALMENT_ratio_max-m-min,19827.0,351.0
f101_completed_DAYS_LAST_DUE_1ST_VERSION-d-app_DAYS_REGISTRATION_min,19827.0,193.0
f101_completed_AMT_ANNUITY_max,19824.0,530.0
f301_AMT_PAYMENT_sum,19821.0,41.0
f501_DAYS_CREDIT-d-app_DAYS_REGISTRATION_std,19818.0,10.0
f305_notdelay_con_DAYS_ENTRY_PAYMENT-m-app_DAYS_REGISTRATION_std-d-mean,19810.0,444.0
f507_Active_DAYS_CREDIT_UPDATE_pctchange_max,19810.0,500.0
f305_con_days_weighted_delay_max,19809.0,3.0
f103_active_AMT_ANNUITY-d-app_AMT_ANNUITY_max,19808.0,62.0
f101_approved_DAYS_LAST_DUE_1ST_VERSION-d-app_DAYS_EMPLOYED_std-d-mean,19805.0,471.0
f331_delay_DAYS_ENTRY_PAYMENT-m-app_DAYS_LAST_PHONE_CHANGE_mean,19804.0,256.0
f301_notdelay_AMT_INSTALMENT_sum,19804.0,180.0
f314_days_delayed_payment_var,19795.0,399.0
f106_NAME_PAYMENT_TYPE-XNA_ref,19794.0,784.0
f313_days_weighted_delay_pctchange_min,19792.0,186.0
f505_Active_DAYS_CREDIT_max,19790.0,536.0
f103_nyg-low_action_AMT_ANNUITY-m-app_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_max,19788.0,304.0
f102_refused_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_min,19787.0,83.0
f101_completed_AMT_APPLICATION-m-app_AMT_INCOME_TOTAL_max-d-min,19783.0,209.0
f501_DAYS_CREDIT_ENDDATE-m-app_DAYS_REGISTRATION_mean,19780.0,38.0
f503_DAYS_CREDIT-m-app_DAYS_BIRTH_sum,19780.0,466.0
f332_DBD_mean,19775.0,163.0
f504_DAYS_CREDIT_ENDDATE-m-app_DAYS_BIRTH_min,19774.0,530.0
f505_Active_DAYS_CREDIT_ENDDATE-m-app_DAYS_LAST_PHONE_CHANGE_mean,19769.0,91.0
f501_AMT_CREDIT_SUM-d-app_AMT_INCOME_TOTAL_min,19765.0,275.0
f302_delay_AMT_PAYMENT-d-app_AMT_ANNUITY_min,19763.0,629.0
f301_notdelay_DAYS_ENTRY_PAYMENT-m-app_DAYS_EMPLOYED_std-d-mean,19763.0,27.0
f101_approved_AMT_CREDIT-m-app_AMT_CREDIT-d-app_AMT_INCOME_TOTAL_pctchange_mean,19760.0,602.0
f505_Closed_DAYS_CREDIT_UPDATE_pctchange_mean,19760.0,170.0
f505_Closed_AMT_CREDIT_SUM-d-app_AMT_INCOME_TOTAL_min,19759.0,475.0
f305_notdelay_con_AMT_PAYMENT-d-app_AMT_GOODS_PRICE_mean,19759.0,593.0
f101_approved_cnt_paid_std,19757.0,213.0
f101_nyg-middle_AMT_CREDIT-m-app_AMT_INCOME_TOTAL_min,19757.0,683.0
f310_DAYS_ENTRY_PAYMENT-m-app_DAYS_BIRTH_std,19756.0,364.0
f205_CNT_INSTALMENT_FUTURE_pctchange_max-d-min,19756.0,198.0
f332_notdelay_days_weighted_delay_mean,19752.0,672.0
f331_DBD_mean,19751.0,351.0
f201_SK_DPD_DEF_diff_std,19750.0,1088.0
f501_CREDIT_TYPE_Consumer-credit_mean,19749.0,103.0
f505_Closed_AMT_CREDIT_SUM-d-app_AMT_GOODS_PRICE_min,19749.0,2163.0
f301_DAYS_ENTRY_PAYMENT_max,19749.0,735.0
f507_Active_AMT_CREDIT_SUM_DEBT-d-AMT_CREDIT_SUM_min,19748.0,774.0
f502_AMT_CREDIT_SUM_DEBT-p-AMT_CREDIT_SUM_LIMIT_diff_min,19747.0,909.0
f505_Active_AMT_CREDIT_SUM_DEBT-p-AMT_CREDIT_SUM_LIMIT_max,19743.0,599.0
f301_delay_DAYS_ENTRY_PAYMENT-m-app_DAYS_ID_PUBLISH_mean,19741.0,81.0
f501_DAYS_ENDDATE_FACT-d-app_DAYS_ID_PUBLISH_mean,19740.0,386.0
f505_Closed_DAYS_CREDIT_ENDDATE-m-app_DAYS_LAST_PHONE_CHANGE_max,19738.0,130.0
f301_notdelay_DAYS_ENTRY_PAYMENT-m-app_DAYS_BIRTH_max-d-min,19737.0,1107.0
f101_nyg-high_AMT_CREDIT-d-total_debt_max,19736.0,278.0
f308_cas_DAYS_INSTALMENT_pctchange_mean,19735.0,69.0
f330_delay_NUM_INSTALMENT_ratio_std,19733.0,277.0
f312_days_delayed_payment_pctchange_max,19730.0,522.0
f201_SK_DPD_mean,19728.0,370.0
f314_days_delayed_payment_sum,19726.0,646.0
f505_Active_AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT_pctchange_std-d-mean,19722.0,1074.0
f108_AMT_ANNUITY-m-app_AMT_GOODS_PRICE-d-app_AMT_INCOME_TOTAL,19721.0,1065.0
f103_approved_DAYS_LAST_DUE-d-app_DAYS_BIRTH_max,19720.0,1114.0
f505_Closed_AMT_CREDIT_SUM_sum,19720.0,406.0
f103_active_AMT_APPLICATION-d-app_AMT_ANNUITY_min,19719.0,1261.0
f330_notdelay_NUM_INSTALMENT_ratio_std-d-mean,19719.0,1159.0
f101_approved_AMT_GOODS_PRICE-d-total_debt_diff_mean,19716.0,380.0
f501_DAYS_CREDIT_ENDDATE-m-DAYS_CREDIT_std,19714.0,1254.0
f501_DAYS_CREDIT_UPDATE_pctchange_mean,19714.0,370.0
f505_Closed_AMT_CREDIT_SUM-d-app_AMT_ANNUITY_diff_min,19713.0,655.0
f101_approved_total_debt_pctchange_min,19708.0,624.0
f505_Closed_DAYS_CREDIT_UPDATE_diff_std-d-mean,19707.0,1003.0
f332_DBD_max,19707.0,489.0
f109_total_debt,19705.0,139.0
f309_AMT_PAYMENT-d-app_AMT_ANNUITY_mean,19705.0,885.0
f330_amt_delta_std-d-mean,19704.0,190.0
f509_DAYS_CREDIT_ENDDATE,19704.0,82.0
f501_DAYS_ENDDATE_FACT-m-DAYS_CREDIT_std-d-mean,19701.0,45.0
f108_AMT_CREDIT-m-app_AMT_INCOME_TOTAL_pctchange,19699.0,221.0
f310_delay_NUM_INSTALMENT_ratio_min,19698.0,118.0
f504_DAYS_ENDDATE_FACT-m-app_DAYS_BIRTH_max,19692.0,86.0
f303_AMT_PAYMENT-d-app_AMT_INCOME_TOTAL_max,19691.0,269.0
f505_Closed_DAYS_CREDIT-d-app_DAYS_EMPLOYED_min,19691.0,183.0
f330_NUM_INSTALMENT_ratio_std,19690.0,98.0
f101_approved_AMT_ANNUITY-d-app_AMT_ANNUITY_pctchange_max,19687.0,61.0
f110_approved_approved_AMT_ANNUITY-m-app_AMT_GOODS_PRICE_diff_max_min,19685.0,457.0
f109_AMT_ANNUITY-d-app_AMT_CREDIT,19684.0,264.0
f101_approved_AMT_GOODS_PRICE-d-total_debt_std,19683.0,179.0
f501_AMT_CREDIT_SUM_DEBT-p-AMT_CREDIT_SUM_LIMIT_diff_max-m-min,19678.0,208.0
f411_CNT_DRAWINGS_ATM_CURRENT_diff_diff_mean,19671.0,229.0
f305_notdelay_con_AMT_PAYMENT-d-app_AMT_INCOME_TOTAL_min,19668.0,732.0
f505_Active_AMT_CREDIT_SUM_DEBT-d-app_AMT_INCOME_TOTAL_min,19668.0,2.0
f505_Closed_DAYS_CREDIT-m-app_DAYS_LAST_PHONE_CHANGE_max-d-min,19667.0,933.0
f101_active_AMT_CREDIT-m-app_AMT_CREDIT-d-app_AMT_INCOME_TOTAL_max-d-min,19666.0,420.0
f101_active_AMT_GOODS_PRICE-d-total_debt_max,19666.0,672.0
f330_delay_DAYS_ENTRY_PAYMENT_max,19665.0,733.0
f504_DAYS_CREDIT_UPDATE_diff_max,19663.0,343.0
f505_Closed_DAYS_CREDIT_ENDDATE-d-app_DAYS_EMPLOYED_sum,19658.0,712.0
f507_Active_AMT_CREDIT_SUM_DEBT_sum,19656.0,656.0
f505_Closed_DAYS_ENDDATE_FACT-m-DAYS_CREDIT_ENDDATE_mean,19655.0,313.0
f101_approved_AMT_CREDIT-m-app_AMT_GOODS_PRICE-d-app_AMT_INCOME_TOTAL_pctchange_min,19654.0,98.0
f313_amt_ratio_diff_min,19652.0,10.0
f507_Active_AMT_CREDIT_SUM_DEBT-d-app_AMT_INCOME_TOTAL_min,19652.0,534.0
f503_DAYS_CREDIT_UPDATE-m-DAYS_CREDIT_mean,19651.0,273.0
f314_AMT_PAYMENT-d-app_AMT_INCOME_TOTAL_sum,19650.0,512.0
f103_completed_AMT_GOODS_PRICE-m-app_AMT_INCOME_TOTAL_pctchange_max-d-min,19647.0,317.0
f312_days_delayed_payment_diff_sum,19640.0,750.0
f508_Closed_AMT_CREDIT_SUM-d-app_AMT_CREDIT_diff_std-d-mean,19639.0,287.0
f501_AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT_pctchange_std,19637.0,389.0
f703_bureau_y_q25,19636.0,114.0
f312_days_delayed_payment_pctchange_sum,19635.0,47.0
f109_past_payment_10m,19633.0,819.0
f202_CNT_INSTALMENT_FUTURE-d-CNT_INSTALMENT_std-d-mean,19628.0,268.0
f502_DAYS_CREDIT_UPDATE_diff_mean,19627.0,641.0
f314_days_weighted_delay_pctchange_sum,19627.0,1101.0
f505_Closed_AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT_pctchange_mean,19626.0,14.0
f101_approved_DAYS_FIRST_DUE-m-app_DAYS_LAST_PHONE_CHANGE_std-d-mean,19625.0,1259.0
f506_AMT_CREDIT_SUM-d-app_AMT_GOODS_PRICE_max,19620.0,774.0
f505_Closed_AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT_sum,19614.0,604.0
f332_notdelay_AMT_PAYMENT-d-app_AMT_ANNUITY_mean,19614.0,408.0
f505_Active_AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT_diff_min,19611.0,305.0
f501_AMT_CREDIT_SUM_diff_mean,19609.0,117.0
f305_notdelay_con_DAYS_ENTRY_PAYMENT-m-app_DAYS_ID_PUBLISH_std-d-mean,19608.0,72.0
f302_NUM_INSTALMENT_ratio_max-m-min,19605.0,681.0
f101_approved_DAYS_LAST_DUE_1ST_VERSION-d-app_DAYS_LAST_PHONE_CHANGE_min,19605.0,435.0
f501_DAYS_ENDDATE_FACT-m-DAYS_CREDIT_ENDDATE_min,19603.0,471.0
f308_cons_days_delayed_payment_diff_var,19597.0,813.0
f501_DAYS_CREDIT-m-app_DAYS_EMPLOYED_max-d-min,19597.0,161.0
f505_Closed_AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT_diff_min,19596.0,1188.0
f308_cas_days_delayed_payment_diff_var,19593.0,203.0
f502_AMT_CREDIT_MAX_OVERDUE_sum,19589.0,613.0
f105_future_payment_40m_max,19585.0,751.0
f101_approved_DAYS_FIRST_DUE-d-app_DAYS_LAST_PHONE_CHANGE_min,19582.0,530.0
f301_DAYS_ENTRY_PAYMENT-m-app_DAYS_EMPLOYED_std-d-mean,19581.0,935.0
f502_DAYS_CREDIT-d-app_DAYS_BIRTH_mean,19579.0,695.0
f305_con_days_weighted_delay_max-d-min,19567.0,69.0
f101_completed_AMT_CREDIT-m-app_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_std-d-mean,19561.0,239.0
f501_AMT_CREDIT_SUM_DEBT_mean,19555.0,581.0
f501_DAYS_CREDIT_UPDATE_mean,19552.0,330.0
f101_approved_DAYS_LAST_DUE_1ST_VERSION-d-app_DAYS_BIRTH_max-d-min,19549.0,685.0
f505_Active_DAYS_CREDIT_ENDDATE-m-app_DAYS_ID_PUBLISH_max,19548.0,780.0
f101_nyg-middle_AMT_CREDIT-d-total_debt_pctchange_max-d-min,19547.0,453.0
f505_Active_DAYS_CREDIT_ENDDATE-d-app_DAYS_REGISTRATION_max,19545.0,833.0
f301_delay_days_weighted_delay_max-m-min,19545.0,25.0
f101_nyg-low_normal_DAYS_LAST_DUE-d-app_DAYS_REGISTRATION_mean,19542.0,1012.0
f505_Active_DAYS_CREDIT-m-app_DAYS_LAST_PHONE_CHANGE_std-d-mean,19541.0,523.0
f313_AMT_PAYMENT-m-AMT_ANNUITY_pctchange_max,19539.0,83.0
f101_nyg-low_normal_AMT_CREDIT-d-total_debt_max,19538.0,296.0
f505_Active_DAYS_CREDIT-m-app_DAYS_BIRTH_max,19538.0,782.0
f331_notdelay_AMT_PAYMENT-d-app_AMT_CREDIT_min,19537.0,871.0
f310_DAYS_ENTRY_PAYMENT-m-app_DAYS_BIRTH_std-d-mean,19534.0,84.0
f330_DAYS_ENTRY_PAYMENT_max,19533.0,607.0
f310_notdelay_DAYS_ENTRY_PAYMENT-m-app_DAYS_BIRTH_std-d-mean,19533.0,211.0
f101_approved_AMT_CREDIT-m-app_AMT_CREDIT-d-app_AMT_INCOME_TOTAL_pctchange_min,19533.0,119.0
f311_AMT_PAYMENT-m-AMT_ANNUITY_pctchange_diff_max,19531.0,261.0
f302_DBD_max,19529.0,883.0
f501_DAYS_CREDIT_ENDDATE-d-app_DAYS_LAST_PHONE_CHANGE_mean,19527.0,91.0
f505_Closed_DAYS_CREDIT_mean,19521.0,15.0
f301_AMT_PAYMENT-d-app_AMT_INCOME_TOTAL_mean,19516.0,412.0
f101_completed_RATE_DOWN_PAYMENT_mean,19512.0,46.0
f101_completed_AMT_DOWN_PAYMENT_std,19511.0,589.0
f311_AMT_PAYMENT-m-AMT_ANNUITY_pctchange_diff_min,19510.0,780.0
f205_CNT_INSTALMENT_FUTURE_pctchange_max,19510.0,2.0
f305_con_DAYS_ENTRY_PAYMENT_max,19509.0,1107.0
f101_completed_AMT_ANNUITY-d-app_AMT_ANNUITY_std-d-mean,19508.0,246.0
f305_notdelay_con_days_weighted_delay_sum,19499.0,1.0
f001_DAYS_ID_PUBLISH-m-DAYS_BIRTH-d-DAYS_LAST_PHONE_CHANGE-m-DAYS_BIRTH,19498.0,990.0
f101_approved_AMT_CREDIT-d-total_debt_diff_max-d-min,19494.0,96.0
f501_DAYS_CREDIT-d-app_DAYS_BIRTH_min,19492.0,200.0
f506_DAYS_CREDIT_UPDATE-m-DAYS_CREDIT_max,19492.0,386.0
f505_Active_DAYS_CREDIT-d-app_DAYS_REGISTRATION_sum,19490.0,682.0
f001_DAYS_LAST_PHONE_CHANGE-m-DAYS_BIRTH-d-DAYS_LAST_PHONE_CHANGE-m-DAYS_REGISTRATION,19488.0,782.0
f103_approved_AMT_GOODS_PRICE-d-AMT_CREDIT_min,19487.0,269.0
f502_AMT_CREDIT_SUM_DEBT-d-AMT_CREDIT_SUM_pctchange_std-d-mean,19486.0,424.0
f310_notdelay_AMT_PAYMENT-d-app_AMT_INCOME_TOTAL_min,19486.0,228.0
f308_notdelay_rev_days_weighted_delay_tsw3_diff_min,19485.0,281.0
f503_AMT_CREDIT_SUM-d-app_AMT_ANNUITY_diff_max-d-min,19483.0,647.0
f501_DAYS_CREDIT_ENDDATE-m-app_DAYS_ID_PUBLISH_mean,19482.0,64.0
f303_AMT_PAYMENT-d-AMT_ANNUITY_mean,19481.0,53.0
f303_days_weighted_delay_max-d-min,19478.0,602.0
f310_notdelay_AMT_PAYMENT-d-app_AMT_CREDIT_mean,19474.0,450.0
f505_Closed_DAYS_CREDIT_UPDATE-m-DAYS_CREDIT_ENDDATE_max,19473.0,491.0
f101_completed_AMT_APPLICATION-m-app_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_max,19470.0,168.0
f505_Closed_AMT_CREDIT_SUM-d-app_AMT_GOODS_PRICE_max,19466.0,318.0
