feature,total,total_diff
f101_approved_DAYS_TERMINATION-m-app_DAYS_EMPLOYED_std-d-mean,10017.0,1349.0
f101_approved_AMT_GOODS_PRICE-m-app_AMT_CREDIT-d-app_AMT_INCOME_TOTAL_pctchange_min,10012.0,3422.0
f104_completed_AMT_ANNUITY-m-app_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_diff_max,10012.0,3324.0
f103_nyg-middle_DAYS_LAST_DUE-m-app_DAYS_ID_PUBLISH_mean,10009.0,1643.0
f505_Active_DAYS_CREDIT_ENDDATE-d-app_DAYS_ID_PUBLISH_std,10008.0,694.0
f110_nyg-low_normal_nyg-low_normal_DAYS_FIRST_DUE-d-app_DAYS_BIRTH_max_max,10008.0,1282.0
f311_AMT_PAYMENT-d-AMT_ANNUITY_pctchange_pctchange_min,10005.0,639.0
f101_approved_DAYS_TERMINATION-d-app_DAYS_ID_PUBLISH_max,10004.0,272.0
f101_completed_DAYS_TERMINATION-m-app_DAYS_REGISTRATION_std-d-mean,10002.0,1568.0
f505_Active_AMT_CREDIT_SUM-d-app_AMT_CREDIT_diff_std,10002.0,1808.0
f001_DAYS_ID_PUBLISH,10002.0,732.0
f502_DAYS_CREDIT-d-app_DAYS_ID_PUBLISH_min,10001.0,315.0
f332_days_weighted_delay_max-m-min,9997.0,605.0
f305_con_INS_COUNT,9997.0,487.0
f504_DAYS_CREDIT_ENDDATE-m-DAYS_CREDIT_std-d-mean,9996.0,3392.0
f203_NAME_CONTRACT_STATUS_Active_sum,9996.0,326.0
f101_refused_AMT_ANNUITY-m-app_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_pctchange_min,9994.0,468.0
f301_AMT_PAYMENT_max,9992.0,2142.0
f503_AMT_CREDIT_SUM-d-app_AMT_CREDIT_min,9989.0,1237.0
f202_MONTHS_BALANCE_size,9988.0,1618.0
f110_nyg-middle_nyg-middle_AMT_GOODS_PRICE-m-app_AMT_GOODS_PRICE-d-app_AMT_INCOME_TOTAL_pctchange_max_mean,9986.0,82.0
f101_completed_DAYS_LAST_DUE_1ST_VERSION-d-app_DAYS_REGISTRATION_max,9982.0,244.0
f101_completed_DAYS_LAST_DUE_1ST_VERSION-m-app_DAYS_BIRTH_max,9981.0,807.0
f109_AMT_CREDIT-m-app_AMT_CREDIT,9974.0,2372.0
f502_DAYS_CREDIT_UPDATE_diff_std,9972.0,236.0
f411_AMT_DRAWINGS_CURRENT-d-AMT_CREDIT_LIMIT_ACTUAL_min,9971.0,2933.0
f110_active_active_AMT_ANNUITY-d-app_AMT_CREDIT_diff_max_max,9971.0,1453.0
f204_CNT_INSTALMENT_FUTURE_pctchange_max-d-min,9970.0,1486.0
f503_DAYS_CREDIT-m-app_DAYS_EMPLOYED_min,9964.0,1314.0
f505_Active_AMT_CREDIT_SUM-d-app_AMT_GOODS_PRICE_diff_min,9964.0,978.0
f303_delay_AMT_INSTALMENT_max,9962.0,168.0
f405_CNT_DRAWINGS_POS_CURRENT_sum,9960.0,266.0
f302_delay_DAYS_ENTRY_PAYMENT-m-app_DAYS_LAST_PHONE_CHANGE_max-d-min,9952.0,1780.0
f101_completed_AMT_ANNUITY-d-app_AMT_GOODS_PRICE_diff_max,9946.0,504.0
f110_nyg-low_normal_nyg-low_normal_AMT_CREDIT-m-app_AMT_CREDIT-d-app_AMT_INCOME_TOTAL_max_min,9945.0,61.0
f305_notdelay_con_AMT_PAYMENT-d-app_AMT_ANNUITY_std,9945.0,1071.0
f332_AMT_PAYMENT_mean,9942.0,526.0
f101_approved_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_std,9941.0,799.0
f101_approved_DAYS_FIRST_DRAWING-m-app_DAYS_REGISTRATION_mean,9940.0,880.0
f101_completed_DAYS_LAST_DUE_1ST_VERSION-d-app_DAYS_EMPLOYED_max-d-min,9937.0,1299.0
f110_nyg-low_action_nyg-low_action_DAYS_FIRST_DUE-m-app_DAYS_BIRTH_max_mean,9932.0,1890.0
f505_Active_AMT_CREDIT_SUM-d-app_AMT_CREDIT_diff_min,9930.0,3266.0
f103_approved_DAYS_LAST_DUE_1ST_VERSION-m-app_DAYS_REGISTRATION_mean,9923.0,2103.0
f110_nyg-low_normal_nyg-low_normal_DAYS_LAST_DUE_1ST_VERSION-m-app_DAYS_REGISTRATION_max_min,9920.0,1726.0
f110_active_active_AMT_ANNUITY-m-app_AMT_GOODS_PRICE_max_min,9920.0,2182.0
f101_completed_DAYS_LAST_DUE_1ST_VERSION-m-app_DAYS_REGISTRATION_max,9920.0,2828.0
f103_completed_AMT_ANNUITY_min,9919.0,775.0
f405_AMT_TOTAL_RECEIVABLE-m-AMT_RECEIVABLE_PRINCIPAL_pctchange_diff_max-m-min,9916.0,1612.0
f330_notdelay_amt_ratio_mean,9915.0,3009.0
f312_AMT_PAYMENT_diff_mean,9914.0,900.0
f502_DAYS_CREDIT-d-app_DAYS_EMPLOYED_max,9909.0,1293.0
f110_refused_refused_NAME_CASH_LOAN_PURPOSE_XNA_mean_std,9904.0,224.0
f314_AMT_PAYMENT_mean,9902.0,2556.0
f106_NAME_PORTFOLIO-POS_appref,9900.0,136.0
f103_active_amt_unpaid_max,9900.0,756.0
f330_notdelay_AMT_PAYMENT-d-AMT_ANNUITY_std,9896.0,374.0
f311_AMT_PAYMENT-d-AMT_ANNUITY_pctchange_diff_max,9895.0,1087.0
f101_approved_DAYS_LAST_DUE-m-app_DAYS_ID_PUBLISH_mean,9895.0,219.0
f110_nyg-high_nyg-high_AMT_CREDIT-d-app_AMT_ANNUITY_max_min,9895.0,2709.0
f103_completed_total_debt_pctchange_min,9893.0,1179.0
f101_nyg-high_DAYS_LAST_DUE_1ST_VERSION-m-app_DAYS_BIRTH_mean,9892.0,40.0
f508_Active_DAYS_CREDIT_ENDDATE-m-app_DAYS_ID_PUBLISH_sum,9889.0,699.0
f330_DAYS_ENTRY_PAYMENT-m-app_DAYS_ID_PUBLISH_max-d-min,9888.0,2028.0
f304_DAYS_ENTRY_PAYMENT_sum,9885.0,1585.0
f305_con_DAYS_ENTRY_PAYMENT-m-app_DAYS_ID_PUBLISH_mean,9884.0,728.0
f502_AMT_CREDIT_SUM-d-app_AMT_GOODS_PRICE_max,9884.0,116.0
f312_amt_ratio_pctchange_min,9883.0,763.0
f305_delay_con_DAYS_ENTRY_PAYMENT-m-app_DAYS_REGISTRATION_min,9880.0,5098.0
f303_DAYS_ENTRY_PAYMENT-m-app_DAYS_ID_PUBLISH_max,9878.0,1894.0
f101_refused_AMT_CREDIT-d-app_AMT_GOODS_PRICE_max-d-min,9878.0,64.0
f101_approved_AMT_ANNUITY-d-app_AMT_GOODS_PRICE_pctchange_max,9877.0,2863.0
f101_nyg-low_normal_DAYS_FIRST_DUE-m-app_DAYS_LAST_PHONE_CHANGE_min,9877.0,1223.0
f105_future_payment_21m_mean,9875.0,875.0
f508_Closed_AMT_CREDIT_SUM-d-app_AMT_ANNUITY_max,9870.0,174.0
f102_approved_AMT_ANNUITY-d-app_AMT_GOODS_PRICE_min,9865.0,2227.0
f401_AMT_RECEIVABLE_PRINCIPAL-d-AMT_TOTAL_RECEIVABLE_pctchange_max-d-min,9861.0,1961.0
f110_refused_refused_AMT_ANNUITY-m-app_AMT_INCOME_TOTAL_pctchange_max_mean,9859.0,1929.0
f302_notdelay_amt_ratio_min,9856.0,2460.0
f101_approved_DAYS_TERMINATION-d-app_DAYS_EMPLOYED_max,9856.0,2248.0
f301_DAYS_ENTRY_PAYMENT-m-app_DAYS_ID_PUBLISH_max,9855.0,1227.0
f505_Closed_AMT_CREDIT_SUM-d-app_AMT_GOODS_PRICE_diff_mean,9852.0,180.0
f305_notdelay_cas_AMT_INSTALMENT_min,9850.0,2590.0
f407_CNT_DRAWINGS_CURRENT_pctchange_std,9849.0,2329.0
f503_AMT_CREDIT_SUM_DEBT-p-AMT_CREDIT_SUM_LIMIT_diff_std,9846.0,814.0
f504_DAYS_CREDIT_ENDDATE-m-app_DAYS_ID_PUBLISH_mean,9845.0,1609.0
f304_DAYS_ENTRY_PAYMENT-m-app_DAYS_EMPLOYED_mean,9845.0,1989.0
f104_approved_AMT_ANNUITY_max,9844.0,3476.0
f102_approved_AMT_GOODS_PRICE-d-AMT_CREDIT_diff_max,9841.0,2377.0
f505_Closed_DAYS_CREDIT-m-app_DAYS_REGISTRATION_mean,9837.0,879.0
f001_LANDAREA_MEDI,9834.0,224.0
f502_AMT_CREDIT_SUM-d-app_AMT_CREDIT_pctchange_max-d-min,9829.0,6729.0
f103_completed_DAYS_LAST_DUE_1ST_VERSION-d-app_DAYS_REGISTRATION_min,9829.0,2163.0
f310_AMT_PAYMENT_max,9828.0,1032.0
f110_nyg-middle_nyg-middle_DAYS_LAST_DUE-d-app_DAYS_REGISTRATION_max_max,9822.0,950.0
f101_approved_AMT_GOODS_PRICE-d-AMT_CREDIT_diff_std,9817.0,599.0
f101_active_AMT_ANNUITY-m-app_AMT_ANNUITY_max,9817.0,1819.0
f504_AMT_CREDIT_SUM-d-app_AMT_CREDIT_mean,9814.0,2662.0
f505_Closed_DAYS_CREDIT-m-app_DAYS_EMPLOYED_max,9813.0,1293.0
f507_Closed_AMT_CREDIT_SUM-d-app_AMT_ANNUITY_diff_min,9812.0,1636.0
f110_nyg-high_nyg-high_AMT_APPLICATION-m-app_AMT_GOODS_PRICE-d-app_AMT_INCOME_TOTAL_pctchange_max_mean,9808.0,1684.0
f102_approved_total_debt_max,9805.0,199.0
f103_approved_DAYS_FIRST_DRAWING-d-app_DAYS_EMPLOYED_max,9803.0,1737.0
f505_Closed_DAYS_CREDIT-d-app_DAYS_REGISTRATION_mean,9803.0,3615.0
f330_AMT_INSTALMENT_max-d-min,9802.0,336.0
f110_nyg-low_normal_nyg-low_normal_AMT_GOODS_PRICE-d-total_debt_diff_max_max,9800.0,962.0
f506_DAYS_CREDIT_ENDDATE-d-app_DAYS_BIRTH_min,9798.0,336.0
f507_Active_DAYS_CREDIT_ENDDATE-d-app_DAYS_ID_PUBLISH_mean,9798.0,1156.0
f104_approved_DAYS_LAST_DUE_1ST_VERSION-d-app_DAYS_EMPLOYED_min,9796.0,1090.0
f305_notdelay_con_AMT_PAYMENT-d-app_AMT_GOODS_PRICE_max,9791.0,2007.0
f101_refused_total_debt_max,9790.0,1026.0
f101_nyg-high_DAYS_LAST_DUE_1ST_VERSION-d-app_DAYS_LAST_PHONE_CHANGE_max,9789.0,509.0
f330_AMT_PAYMENT-d-app_AMT_ANNUITY_max,9783.0,787.0
f503_DAYS_ENDDATE_FACT-m-DAYS_CREDIT_min,9782.0,286.0
f101_nyg-low_normal_AMT_APPLICATION-m-app_AMT_GOODS_PRICE-d-app_AMT_INCOME_TOTAL_min,9775.0,1715.0
f101_approved_AMT_ANNUITY-m-app_AMT_GOODS_PRICE-d-app_AMT_INCOME_TOTAL_diff_min,9772.0,2060.0
f101_completed_AMT_APPLICATION-d-app_AMT_GOODS_PRICE_min,9770.0,2808.0
f102_completed_AMT_ANNUITY-d-app_AMT_ANNUITY_diff_mean,9765.0,51.0
f503_DAYS_CREDIT_ENDDATE-m-app_DAYS_EMPLOYED_max,9765.0,1341.0
f102_nyg-middle_AMT_APPLICATION-d-app_AMT_ANNUITY_mean,9760.0,2978.0
f302_AMT_PAYMENT-d-app_AMT_INCOME_TOTAL_mean,9760.0,188.0
f104_approved_AMT_CREDIT-d-total_debt_mean,9758.0,1752.0
f109_future_payment_1m,9758.0,1036.0
f404_AMT_TOTAL_RECEIVABLE-m-AMT_RECEIVABLE_PRINCIPAL_diff_pctchange_std-d-mean,9755.0,253.0
f502_AMT_CREDIT_SUM_DEBT-d-AMT_CREDIT_SUM_std,9755.0,749.0
f507_Active_AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT_pctchange_mean,9751.0,969.0
f102_active_AMT_ANNUITY-m-app_AMT_GOODS_PRICE-d-app_AMT_INCOME_TOTAL_max,9751.0,2201.0
f401_AMT_DRAWINGS_ATM_CURRENT_diff_pctchange_std-d-mean,9750.0,610.0
f101_approved_AMT_GOODS_PRICE-d-app_AMT_INCOME_TOTAL_diff_std,9749.0,2737.0
f505_Active_AMT_CREDIT_SUM-d-app_AMT_CREDIT_std,9748.0,1548.0
f102_approved_AMT_APPLICATION_mean,9746.0,1520.0
f305_delay_con_AMT_PAYMENT-d-app_AMT_ANNUITY_max,9745.0,2223.0
f101_completed_AMT_APPLICATION-d-app_AMT_GOODS_PRICE_pctchange_mean,9744.0,528.0
f602_Active_MONTHS_BALANCE_sum,9736.0,334.0
f101_active_DAYS_LAST_DUE_1ST_VERSION-m-app_DAYS_ID_PUBLISH_mean,9736.0,390.0
f507_Active_AMT_CREDIT_SUM-d-debt-p-AMT_CREDIT_SUM_DEBT-p-AMT_CREDIT_SUM_LIMIT_mean,9735.0,119.0
f507_Active_DAYS_CREDIT_UPDATE-m-DAYS_CREDIT_std-d-mean,9735.0,1891.0
f105_prevapp_future_payment_24m,9732.0,66.0
f501_AMT_CREDIT_SUM_DEBT-p-AMT_CREDIT_SUM_LIMIT_pctchange_std-d-mean,9730.0,196.0
f314_AMT_PAYMENT-d-AMT_ANNUITY_pctchange_min,9728.0,472.0
f103_approved_AMT_CREDIT-m-app_AMT_GOODS_PRICE-d-app_AMT_INCOME_TOTAL_pctchange_mean,9727.0,1583.0
f314_AMT_PAYMENT-d-AMT_ANNUITY_diff_min,9726.0,250.0
f110_active_active_AMT_ANNUITY-m-app_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_max_max,9725.0,1383.0
f101_approved_CHANNEL_TYPE_Stone_mean,9725.0,1873.0
f507_Active_AMT_CREDIT_SUM_diff_std,9725.0,1007.0
f101_approved_AMT_CREDIT-m-app_AMT_ANNUITY_diff_max,9723.0,1225.0
f101_nyg-high_AMT_APPLICATION-d-app_AMT_ANNUITY_min,9722.0,1786.0
f401_AMT_RECEIVABLE_PRINCIPAL-d-AMT_TOTAL_RECEIVABLE_diff_min,9721.0,1747.0
f503_AMT_CREDIT_SUM-d-debt-p-AMT_CREDIT_SUM_DEBT-p-AMT_CREDIT_SUM_LIMIT_max,9717.0,1109.0
f501_DAYS_ENDDATE_FACT-m-DAYS_CREDIT_max-m-min,9715.0,517.0
f103_approved_DAYS_LAST_DUE_1ST_VERSION-d-app_DAYS_REGISTRATION_max,9711.0,343.0
f505_Active_DAYS_CREDIT_ENDDATE-d-app_DAYS_ID_PUBLISH_max-m-min,9707.0,923.0
f103_nyg-middle_nejumi_mean,9702.0,682.0
f503_AMT_CREDIT_SUM-d-app_AMT_ANNUITY_diff_max,9701.0,4567.0
f101_nyg-middle_AMT_APPLICATION_mean,9700.0,464.0
f312_amt_ratio_diff_sum,9700.0,3364.0
f507_Active_DAYS_CREDIT-d-app_DAYS_LAST_PHONE_CHANGE_max,9699.0,487.0
f103_completed_DAYS_LAST_DUE-d-app_DAYS_REGISTRATION_std,9698.0,4708.0
f302_notdelay_AMT_PAYMENT-d-app_AMT_INCOME_TOTAL_mean,9698.0,818.0
f105_past_payment_sum_max-d-income,9695.0,2409.0
f304_notdelay_AMT_PAYMENT-d-AMT_ANNUITY_std,9693.0,1149.0
f101_active_DAYS_FIRST_DUE-m-app_DAYS_BIRTH_min,9692.0,1510.0
f406_CNT_DRAWINGS_CURRENT_diff_pctchange_std,9691.0,177.0
f308_cas_amt_ratio_diff_mean,9690.0,1020.0
f101_active_AMT_ANNUITY-d-app_AMT_CREDIT_min,9687.0,437.0
f102_approved_AMT_ANNUITY-m-app_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_pctchange_max,9685.0,311.0
f101_nyg-high_AMT_APPLICATION-m-app_AMT_INCOME_TOTAL_max-d-min,9684.0,60.0
f110_nyg-middle_nyg-middle_AMT_APPLICATION-d-app_AMT_ANNUITY_max_min,9683.0,41.0
f101_nyg-low_action_nejumi_std-d-mean,9680.0,2312.0
f501_AMT_ANNUITY_max,9680.0,864.0
f101_completed_AMT_ANNUITY-m-app_AMT_CREDIT_mean,9680.0,530.0
f101_nyg-high_DAYS_TERMINATION-m-app_DAYS_EMPLOYED_min,9679.0,2461.0
f101_refused_AMT_APPLICATION-d-app_AMT_ANNUITY_pctchange_max,9679.0,569.0
f507_Active_DAYS_CREDIT-d-app_DAYS_ID_PUBLISH_max,9677.0,2603.0
f102_active_AMT_CREDIT-m-app_AMT_CREDIT-d-app_AMT_INCOME_TOTAL_pctchange_std,9674.0,506.0
f508_Active_DAYS_CREDIT_ENDDATE-d-app_DAYS_ID_PUBLISH_max,9673.0,2807.0
f101_nyg-high_DAYS_LAST_DUE-d-app_DAYS_LAST_PHONE_CHANGE_max,9673.0,1257.0
f507_Active_AMT_CREDIT_SUM_DEBT-p-AMT_CREDIT_SUM_LIMIT_max,9671.0,2459.0
f103_active_DAYS_FIRST_DUE-d-app_DAYS_BIRTH_min,9670.0,150.0
f501_DAYS_ENDDATE_FACT-d-app_DAYS_REGISTRATION_max,9667.0,617.0
f504_DAYS_ENDDATE_FACT-m-app_DAYS_EMPLOYED_sum,9667.0,1639.0
f305_delay_con_DAYS_ENTRY_PAYMENT-m-app_DAYS_REGISTRATION_std-d-mean,9666.0,1704.0
f103_approved_AMT_ANNUITY-m-app_AMT_ANNUITY_max,9665.0,2665.0
f507_Active_DAYS_CREDIT-m-app_DAYS_BIRTH_max,9663.0,183.0
f503_AMT_CREDIT_SUM-d-app_AMT_ANNUITY_diff_mean,9660.0,1454.0
f302_delay_DAYS_ENTRY_PAYMENT_sum,9656.0,810.0
f305_delay_cas_DAYS_ENTRY_PAYMENT-m-app_DAYS_LAST_PHONE_CHANGE_mean,9656.0,1850.0
f332_notdelay_AMT_PAYMENT-d-app_AMT_GOODS_PRICE_max,9655.0,147.0
f101_nyg-high_DAYS_TERMINATION-d-app_DAYS_REGISTRATION_max,9652.0,1090.0
f508_Active_DAYS_CREDIT_ENDDATE-d-app_DAYS_ID_PUBLISH_min,9650.0,684.0
f505_Active_AMT_CREDIT_SUM_DEBT-d-AMT_CREDIT_SUM_pctchange_max-m-min,9649.0,3431.0
f101_approved_cnt_paid_ratio_std,9646.0,952.0
f314_amt_delta_diff_min,9646.0,734.0
f102_approved_AMT_CREDIT-d-total_debt_pctchange_mean,9644.0,978.0
f311_AMT_PAYMENT-d-app_AMT_ANNUITY_var,9644.0,1318.0
f508_Active_AMT_CREDIT_SUM-d-app_AMT_INCOME_TOTAL_diff_std,9644.0,1532.0
f102_approved_AMT_ANNUITY_min,9642.0,130.0
f101_approved_DAYS_TERMINATION-m-app_DAYS_BIRTH_max,9640.0,94.0
f407_AMT_DRAWINGS_CURRENT-d-app_AMT_INCOME_TOTAL_diff_diff_max,9636.0,2972.0
f308_notdelay_rev_AMT_PAYMENT-d-app_AMT_ANNUITY_pctchange_max,9632.0,2560.0
f101_approved_AMT_CREDIT-m-app_AMT_CREDIT_max,9632.0,486.0
f110_nyg-high_nyg-high_AMT_ANNUITY-m-app_AMT_ANNUITY_diff_max_max,9632.0,418.0
f502_DAYS_CREDIT_ENDDATE-d-app_DAYS_LAST_PHONE_CHANGE_std-d-mean,9625.0,79.0
f103_approved_AMT_ANNUITY-d-app_AMT_ANNUITY_pctchange_mean,9623.0,1161.0
f506_AMT_CREDIT_SUM_DEBT_diff_max,9621.0,83.0
f501_DAYS_ENDDATE_FACT-d-app_DAYS_ID_PUBLISH_max,9618.0,2266.0
f501_DAYS_ENDDATE_FACT-d-app_DAYS_ID_PUBLISH_sum,9618.0,2220.0
f110_nyg-high_nyg-high_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_diff_max_min,9611.0,1141.0
f103_nyg-middle_DAYS_DECISION_mean,9610.0,140.0
f302_AMT_PAYMENT-d-app_AMT_INCOME_TOTAL_max,9599.0,429.0
f101_nyg-middle_AMT_APPLICATION-d-app_AMT_INCOME_TOTAL_mean,9598.0,2624.0
f405_AMT_INST_MIN_REGULARITY_std,9596.0,254.0
f102_active_DAYS_LAST_DUE_1ST_VERSION-d-app_DAYS_BIRTH_max,9592.0,686.0
f332_notdelay_DAYS_ENTRY_PAYMENT_sum,9590.0,132.0
f603_Active_STATUS_0_std-d-mean,9587.0,269.0
f301_notdelay_AMT_PAYMENT_mean,9586.0,776.0
f505_Active_DAYS_CREDIT_ENDDATE_sum,9586.0,912.0
f101_completed_DAYS_LAST_DUE_1ST_VERSION-m-app_DAYS_REGISTRATION_std-d-mean,9586.0,1482.0
f110_nyg-low_normal_nyg-low_normal_cnt_paid_min_std,9586.0,2176.0
f101_nyg-middle_DAYS_LAST_DUE-d-app_DAYS_LAST_PHONE_CHANGE_mean,9586.0,128.0
f507_Active_AMT_CREDIT_SUM_diff_mean,9584.0,1184.0
f301_amt_delta_std,9584.0,728.0
f330_delay_amt_delta_std,9583.0,1335.0
f103_nyg-middle_nejumi_max,9581.0,677.0
f101_approved_DAYS_TERMINATION-d-app_DAYS_BIRTH_std,9581.0,327.0
f110_active_active_AMT_CREDIT-d-app_AMT_INCOME_TOTAL_max_std,9581.0,169.0
f508_Active_AMT_CREDIT_SUM-d-debt-p-AMT_CREDIT_SUM_DEBT-p-AMT_CREDIT_SUM_LIMIT_min,9577.0,1471.0
f001_ELEVATORS_AVG,9568.0,3248.0
f103_nyg-low_normal_DAYS_DECISION_max,9568.0,122.0
f506_DAYS_CREDIT-d-app_DAYS_ID_PUBLISH_sum,9563.0,261.0
f101_completed_CNT_PAYMENT_std,9559.0,605.0
f504_DAYS_CREDIT_UPDATE-m-DAYS_CREDIT_ENDDATE_mean,9559.0,281.0
f305_cas_AMT_PAYMENT-d-app_AMT_CREDIT_mean,9558.0,3342.0
f331_DAYS_ENTRY_PAYMENT-m-app_DAYS_BIRTH_std-d-mean,9558.0,2080.0
f101_refused_AMT_GOODS_PRICE-d-AMT_CREDIT_max,9556.0,3480.0
f308_notdelay_rev_AMT_INSTALMENT_pctchange_var,9554.0,692.0
f508_Closed_DAYS_CREDIT_ENDDATE-d-app_DAYS_LAST_PHONE_CHANGE_max,9554.0,488.0
f109_past_payment_4m,9551.0,1851.0
f108_past_payment_7m,9550.0,746.0
f101_completed_DAYS_TERMINATION-d-app_DAYS_ID_PUBLISH_max,9549.0,163.0
f501_DAYS_ENDDATE_FACT-m-app_DAYS_EMPLOYED_max-d-min,9545.0,3989.0
f102_approved_AMT_GOODS_PRICE-m-app_AMT_INCOME_TOTAL_std-d-mean,9544.0,3740.0
f101_approved_DAYS_LAST_DUE-d-app_DAYS_LAST_PHONE_CHANGE_max,9543.0,2359.0
f101_nyg-low_normal_AMT_APPLICATION-m-app_AMT_INCOME_TOTAL_max-d-min,9540.0,564.0
f312_AMT_PAYMENT-d-app_AMT_INCOME_TOTAL_var,9539.0,357.0
f101_nyg-middle_amt_unpaid_max,9536.0,684.0
f508_Active_DAYS_CREDIT_UPDATE-m-DAYS_CREDIT_ENDDATE_std-d-mean,9535.0,1105.0
f501_DAYS_CREDIT-m-app_DAYS_EMPLOYED_sum,9534.0,890.0
f101_nyg-middle_nejumi_std,9534.0,3052.0
f305_delay_rev_AMT_PAYMENT-d-app_AMT_INCOME_TOTAL_max,9534.0,402.0
f408_CNT_DRAWINGS_ATM_CURRENT_pctchange_max,9530.0,1132.0
f505_Active_AMT_CREDIT_SUM_DEBT-d-app_AMT_ANNUITY_diff_max,9528.0,3306.0
f101_completed_DAYS_TERMINATION-d-app_DAYS_REGISTRATION_std,9527.0,1723.0
f102_approved_DAYS_LAST_DUE_1ST_VERSION-m-app_DAYS_LAST_PHONE_CHANGE_mean,9525.0,165.0
f102_nyg-middle_amt_paid_mean,9523.0,529.0
f506_DAYS_CREDIT_ENDDATE-m-app_DAYS_REGISTRATION_max,9523.0,1945.0
f101_completed_AMT_APPLICATION-d-app_AMT_INCOME_TOTAL_diff_max,9520.0,358.0
f506_AMT_CREDIT_SUM_diff_min,9517.0,459.0
f405_AMT_BALANCE-d-AMT_CREDIT_LIMIT_ACTUAL_min,9514.0,3588.0
f331_notdelay_DAYS_ENTRY_PAYMENT-m-app_DAYS_EMPLOYED_max-d-min,9512.0,5162.0
f601_Closed_MONTHS_BALANCE_mean,9508.0,3092.0
f103_nyg-low_normal_AMT_GOODS_PRICE-m-app_AMT_INCOME_TOTAL_pctchange_max,9505.0,3543.0
f506_DAYS_CREDIT_UPDATE_pctchange_min,9504.0,36.0
f101_completed_AMT_CREDIT-m-app_AMT_ANNUITY_diff_min,9503.0,109.0
f104_approved_AMT_ANNUITY-m-app_AMT_CREDIT_max,9495.0,1151.0
f101_approved_AMT_ANNUITY-m-app_AMT_INCOME_TOTAL_pctchange_max,9492.0,420.0
f103_approved_AMT_APPLICATION-m-app_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_diff_std-d-mean,9489.0,3099.0
f507_Active_DAYS_CREDIT_UPDATE_std-d-mean,9488.0,138.0
f311_AMT_PAYMENT-d-app_AMT_CREDIT_pctchange_pctchange_mean,9486.0,1132.0
f312_AMT_PAYMENT-d-app_AMT_CREDIT_diff_min,9484.0,3686.0
f332_notdelay_DAYS_ENTRY_PAYMENT-m-app_DAYS_EMPLOYED_max-d-min,9477.0,487.0
f101_nyg-middle_AMT_CREDIT_min,9477.0,1075.0
f103_refused_AMT_CREDIT-d-total_debt_min,9475.0,4967.0
f603_Active_STATUS_1_std-d-mean,9472.0,2216.0
f301_DAYS_ENTRY_PAYMENT-m-app_DAYS_LAST_PHONE_CHANGE_max,9470.0,1802.0
f106_NAME_PAYMENT_TYPE-Cash-through-the-bank_app,9469.0,131.0
f308_delay_cons_days_weighted_delay_pctchange_min,9469.0,1759.0
f401_AMT_DRAWINGS_POS_CURRENT_pctchange_pctchange_max-m-min,9465.0,3685.0
f503_DAYS_ENDDATE_FACT-d-app_DAYS_LAST_PHONE_CHANGE_max,9465.0,979.0
f103_nyg-middle_AMT_GOODS_PRICE-d-AMT_CREDIT_mean,9464.0,154.0
f308_rev_days_weighted_delay_tsw3_diff_max,9456.0,1004.0
f305_delay_rev_AMT_PAYMENT-d-app_AMT_CREDIT_min,9456.0,3692.0
f103_completed_AMT_ANNUITY-m-app_AMT_GOODS_PRICE-d-app_AMT_INCOME_TOTAL_diff_max,9455.0,1019.0
f108_DAYS_LAST_DUE-m-app_DAYS_ID_PUBLISH,9454.0,1934.0
f110_nyg-high_nyg-high_AMT_CREDIT-m-app_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_max_max,9454.0,1588.0
f110_active_active_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_diff_max_max,9453.0,1551.0
f401_CNT_DRAWINGS_ATM_CURRENT_pctchange_pctchange_std-d-mean,9453.0,1071.0
f403_AMT_RECEIVABLE_PRINCIPAL-d-AMT_TOTAL_RECEIVABLE_pctchange_pctchange_std-d-mean,9451.0,5097.0
f102_approved_AMT_APPLICATION-m-app_AMT_INCOME_TOTAL_std-d-mean,9451.0,981.0
f110_nyg-high_nyg-high_AMT_CREDIT-d-app_AMT_ANNUITY_diff_max_min,9450.0,3272.0
f501_AMT_CREDIT_SUM_DEBT-d-app_AMT_ANNUITY_pctchange_min,9448.0,2086.0
f407_AMT_INST_MIN_REGULARITY_diff_pctchange_std,9448.0,900.0
f332_notdelay_DAYS_ENTRY_PAYMENT-m-app_DAYS_ID_PUBLISH_max,9443.0,3787.0
f101_nyg-low_normal_HOUR_APPR_PROCESS_START_min,9443.0,645.0
f505_Closed_DAYS_ENDDATE_FACT-m-DAYS_CREDIT_ENDDATE_min,9442.0,384.0
f507_Active_DAYS_CREDIT-m-app_DAYS_BIRTH_mean,9439.0,1759.0
f330_delay_AMT_PAYMENT_max,9438.0,262.0
f101_nyg-middle_AMT_GOODS_PRICE-d-AMT_CREDIT_pctchange_max,9438.0,864.0
