feature,total
f001_DAYS_REGISTRATION-m-DAYS_EMPLOYED-d-DAYS_LAST_PHONE_CHANGE-m-DAYS_ID_PUBLISH,0.02000767093001681
f706_13,0.019995593904877988
f501_AMT_CREDIT_SUM_DEBT-d-app_AMT_INCOME_TOTAL_diff_std,0.019992321349903242
f101_active_AMT_GOODS_PRICE-d-total_debt_mean,0.019989539709352157
f305_delay_cas_DAYS_ENTRY_PAYMENT_mean,0.01998624315669716
f301_delay_DAYS_ENTRY_PAYMENT-m-app_DAYS_LAST_PHONE_CHANGE_max,0.019984535863825356
f001_DAYS_LAST_PHONE_CHANGE-m-DAYS_BIRTH-d-DAYS_ID_PUBLISH-m-DAYS_REGISTRATION,0.01997247600677789
f505_Closed_DAYS_CREDIT_UPDATE_pctchange_max,0.019970004408595518
f301_NUM_INSTALMENT_ratio_std,0.019957094625849315
f505_Active_AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT_max-d-min,0.019828134185163084
f101_approved_AMT_CREDIT-m-app_AMT_INCOME_TOTAL_std-d-mean,0.01982712784421404
f505_Active_AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT_diff_std-d-mean,0.01980719198414928
f501_DAYS_CREDIT-m-app_DAYS_BIRTH_min,0.019755038419896127
f305_notdelay_con_AMT_PAYMENT-d-app_AMT_CREDIT_mean,0.019750014849163985
f505_Active_AMT_CREDIT_SUM-d-app_AMT_INCOME_TOTAL_sum,0.0197479340757433
f507_Active_DAYS_CREDIT-m-app_DAYS_LAST_PHONE_CHANGE_sum,0.01972609312294581
f501_DAYS_CREDIT_UPDATE-m-DAYS_CREDIT_mean,0.01972396399727478
f308_cons_days_delayed_payment_pctchange_var,0.019703482395151545
f707_27,0.019661590659560118
f706_24,0.019656091689478728
f301_DPD_mean,0.019649009149798956
f501_AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT_pctchange_max-d-min,0.01964202592735129
f201_CNT_INSTALMENT-m-CNT_INSTALMENT_FUTURE_std-d-mean,0.019616907792190358
f101_active_AMT_CREDIT-d-app_AMT_ANNUITY_diff_mean,0.0196149127266018
f505_Closed_DAYS_CREDIT_UPDATE-m-DAYS_CREDIT_ENDDATE_mean,0.01960406187077014
f314_AMT_PAYMENT-d-AMT_ANNUITY_mean,0.01956710183047274
f101_approved_DAYS_LAST_DUE-d-app_DAYS_BIRTH_max-d-min,0.01956543076396972
f001_DAYS_ID_PUBLISH-m-DAYS_REGISTRATION-d-DAYS_LAST_PHONE_CHANGE-m-DAYS_ID_PUBLISH,0.019529360437823974
f510_AMT_CREDIT_SUM-d-app_AMT_INCOME_TOTAL,0.019525889776169997
f504_AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT_pctchange_mean,0.019517197928655944
f509_DAYS_CREDIT_UPDATE,0.019494151460337582
f303_NUM_INSTALMENT_ratio_std-d-mean,0.01947001865029968
f001_DAYS_REGISTRATION-m-DAYS_BIRTH-d-DAYS_LAST_PHONE_CHANGE-m-DAYS_ID_PUBLISH,0.01946748022997933
f505_Active_DAYS_CREDIT-m-app_DAYS_ID_PUBLISH_sum,0.01943112752708949
f501_AMT_CREDIT_SUM_max,0.01940158589222716
f505_Active_DAYS_CREDIT-d-app_DAYS_REGISTRATION_min,0.019380754450170325
f305_con_AMT_PAYMENT-d-app_AMT_CREDIT_mean,0.019333926255946158
f101_nyg-middle_nejumi_min,0.01932575243589937
f501_DAYS_CREDIT_UPDATE_pctchange_std-d-mean,0.019319408474620464
f501_DAYS_CREDIT_ENDDATE-m-DAYS_CREDIT_std-d-mean,0.01930753756741154
f505_Active_AMT_CREDIT_SUM_OVERDUE-d-app_AMT_INCOME_TOTAL_diff_max-m-min,0.01930346840070846
f509_DAYS_CREDIT_ENDDATE-d-app_DAYS_LAST_PHONE_CHANGE,0.019297104943000104
f509_DAYS_ENDDATE_FACT-m-app_DAYS_REGISTRATION,0.019293088817183852
f101_approved_HOUR_APPR_PROCESS_START_mean,0.01927153659894432
f505_Active_DAYS_CREDIT-m-app_DAYS_BIRTH_min,0.01926089912060436
f507_Active_DAYS_CREDIT_ENDDATE-d-app_DAYS_BIRTH_mean,0.019140930913516815
f501_AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT_diff_mean,0.019118016607725132
f001_DAYS_REGISTRATION-m-DAYS_EMPLOYED-d-DAYS_ID_PUBLISH-m-DAYS_EMPLOYED,0.019053398227559654
f301_delay_DAYS_ENTRY_PAYMENT_sum,0.019052880571747702
f310_DAYS_ENTRY_PAYMENT_mean,0.019041287691469698
f505_Active_AMT_CREDIT_MAX_OVERDUE_max-m-min,0.019011670553128232
f501_AMT_CREDIT_SUM-d-app_AMT_ANNUITY_pctchange_std-d-mean,0.01898856375313091
f501_AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT_std-d-mean,0.018913921698167926
f310_delay_amt_delta_std-d-mean,0.018875164805285657
f308_cas_days_weighted_delay_diff_mean,0.018871366771257832
f313_days_weighted_delay_diff_mean,0.01886284269421007
f501_DAYS_CREDIT_UPDATE-m-DAYS_ENDDATE_FACT_mean,0.018854036819914446
f505_Closed_DAYS_CREDIT_ENDDATE-m-app_DAYS_BIRTH_min,0.01882688866936296
f308_cons_NUM_INSTALMENT_ratio_diff_var,0.0188267504724342
